Def,State,Word
beautify,v,လွေအာင္လုပ္သည္။အလွျပင္သည္။
beauty queen,n,အလွမယ္။
beauty spot,n,သဘာ၀အလွႏွင့္ျပည္စံုေသာေနရာ။ရွူခင္းသာ။အလွပိုေစေသာအမွတ္။
beaver,n,ထက္ေသာေရွ ့သြားမ်ားႏွင့္ သစ္ပင္စည္ကို ကိုက္ျဖတ္၍ ရေသာသစ္တံုးမ်ားျဖင့္ ေခ်င္းကိုဆည္ဖို ့တတ္ေသာ ဖ်ံမ်ိဳး။ယင္းသတၱ၀ါ၏သားေမြး။
because,conj,အဘယ့္ေၾကာင့္ဆိုေသာ္။ေသာေၾကာင့္။သျဖင့္။၍။
beck,v,အလိုက်ေဆာင္ရြက္ရန္ အသင့္ရွိေနသည္။
beckon,v,လက္ယပ္ေခၚသည္။အခ်က္ေပးသည္။
become,v,ျဖစ္လာသည္။အလုပ္တစ္ခုခုကိုလုပ္ကိုင္သည္။ျဖစ္သည္။အျဖစ္တစ္စံုတစ္ရာႏွင့္ၾကံဳသည္။ကိုက္ညီသည္။လိုက္ဖက္သည္။
becoming,adj,လိုက္ဖက္၍ၾကည့္ေကာင္းေသာ။
BEd,abbr,ပညာေရးဆိုင္ရာ၀ိဇၹာဘြဲ ့။
bed,n,အိပ္ရာ။ခုတင္။ျမစ္ေၾကာင္း(သို ့)ပင္လယ္ေရေအာက္ၾကမ္းျပင္။
bedding,n,ေမြ ့ရာ။အိပ္ရာခင္း။
bedbug,n,ၾကမ္းပိုး။
bedcloths,n,အိပ္ရာခင္း၊ ေစာင္စသည္။
bedcover,n,အိပ္ရာဖံုး။
bedridden,adj,အိပ္ရာထက္လဲေနရေသာ။
bedroom,n,အိပ္ခန္း။
bedside,n,အိပ္ရာေဘး။ခုတင္ေဘး။
bedside table,n,အိတ္ရာေဘး စားပြဲ။
bedspread,n,အိပ္ရာဖံုး။
bedtime,n,အိပ္ခ်ိန္။
bed of roses,idm,သာယာစိုေျပေသာ ေနရာ၊ အလုပ္အကိုင္၊ ဘ၀။
go to bed,phrv,အိမ္ရာ၀င္သည္။ ကာမစပ္ယွက္သည္။
bedlam,n,ဗေလာင္ဆန္ေအာင္ဆူညံေသာေနရာ။(ေရွးကအရူးေထာင္ကိုေခၚေသာနာမည္။)
bee,n,ပ်ား။ေပ်ာ္ေပ်ာ္ပါးပါး လက္စားလိုက္ပြဲ။
bee-line,idm,အနီးဆံုးလမ္း။
beech,n,ေခ်ာေမြ ့ေတာက္ေျပာင္ေသာ အေခါက္ရွိျပီး ေသးငယ္ေသာအသီးမ်ားသီးသည့္ သစ္ပင္ၾကီးမ်ိဳး။ယင္းအပင္ ၏အသီး။
beef,n,အမဲသား။
beef,v,ညည္းညူးသည္။
beefy,adj,အသားမ်ားေသာ။ ၀ေသာ။တုတ္ခိုင္ေသာ။အမဲသားႏွင့္တူေသာ။အမဲသားအရသာရွိေသာ။
bee-hive,n,ပ်ားအံု။
bee-wax,n,ပ်ားဖေယာင္း။
beer,n,ဘီယာ။ဗ်စ္ေရ။
beery,adj,ဘီယာေပါေသာ။
small beer,idm,အေသးအဖြဲ။
beet,n,သၾကားမံုလာ။
beetal,n,ပိုးေတာင္မာ။ႏြားေခ်းပိုး။
befall,v,…က်ေရာက္သည္။ ေပၚေပါက္သည္။
befit,v,သင့္ေလ်ာ္သည္။ လိုက္ေလ်ာညီေထြျဖစ္သည္။
befitting,adj,သင့္ေတာ္ေသာ။
befittingly,adv,သင့္ေတာ္စြာ။
befog,v,ရွုပ္ေထြးေစသည္။
befogged,adj,ေခါင္းရွဳပ္ေသာ။စိပ္ရွုပ္ေသာ။
befool,v,အရူးလုပ္သည္။
before,adv,မတိုင္မီက။ ယခင္က။ေစာေစာက။
before,prep,၁။ မတိုင္ခင္။ မတိုင္မီ။ ေရွ႔ေမွာက္၌။  ေရွ႔က။ ေရွ႔လာမည့္။ အထံသို႔။  မခံႏိုင္ေတာ့၍။
before,conj,…ခင္။ (မျပဳခင္၊ မျဖစ္ခင္ စသည္)။ တိုင္ေအာင္။ အထိ။ မည့္အစား။
beforehand,adv,ႀကိဳတင္၍။
befriend,v,မိတ္ေဆြလိုသေဘာထားသည္။ မိတ္ေဆြ ျဖစ္လာသည္။မိတ္ဖြဲ ့သည္။
befuddled,adj,စိတ္႐ႈပ္ေထြးေသာ။ ဦးေႏွာက္ မၾကည္မလင္ ေသာ။
beg,v,အလွဴခံသည္။ ေတာင္းသည္။  အႏူးအညြတ္ ေတာင္းပန္သည္။  (ေခြး) ေရွ႔လက္ႏွစ္ဖက္ေျမႇာက္၍ ေတာင္းသည္။
beg off,phrv,သေဘာတူၿပီးကာမွ ျပန္႐ုပ္သိမ္းသြားသည္။
beg  pardon,idm,ခြင့္လႊတ္ေစေၾကာင္း ေတာင္းပန္ သည္။
beg the question,idm,ေမးစရာျဖစ္သည္။ ေထာက္စရာျဖစ္သည္။  ေက်နပ္ဖြယ္ ဟုတ္မဟုတ္ ေမးခြန္းထုတ္သည္။
go begging,idm,ဘယ္သူမွမလိုခ်င္၊ မသုံးခ်င္။
I beg to differ,idm,(သေဘာအယူအဆခ်င္း မတူေၾကာင္း ယဥ္ယဥ္ေက်းေက်းေျပာရာတြင္သုံးေသာစကား)။
I beg your pardon,idm,၁။ တစ္ဆိတ္ေလာက္။ တစ္ဆိတ္ေလာက္ထပ္ေျပာပါဦး။(မခံမရပ္ျဖစ္ေၾကာင္းေဖာ္ျပေသာ စကား)။
beget,v,ဖခင္ ျဖစ္သည္။ ျဖစ္ေစ သည္။ အက်ဳိးသက္ေရာက္ေစသည္။
beggar,n,သူေတာင္းစား။ေခြးသူေတာင္းစား။
beggar,v,ဆင္းရဲတြင္းနက္ေစသည္။
beggar description,idm,ေျပာမျပႏိုင္ေအာင္ ေအာခ် ေလာက္ေသာ။
beggarly,adj,၁။ ဆင္းရဲႏုံခ်ာေသာ။ မျဖစ္စေလာက္။
beggars can't be choosers,idm,လိုတာမရသည့္အခါ ရတာႏွင့္တင္းတိမ္ရမည္။
begin,v,စတင္သည္။  စသည္။  (ခံစားမႈ၊ အေတြးအသိ၊ အမႈအလုပ္ စတင္ေၾကာင္းညႊန္ျပရာ၌ သုံးသည္။) (အရာဝတၳဳတစ္ခု၏ျဖစ္စဥ္ စတင္ေၾကာင္းျပရာ၌ သုံးသည္။) ပထမဦးဆုံးစတင္သည္။ (ျငင္းပယ္ဝါက် မ်ားတြင္ သုံးေလ့ရွိသည္။) စတင္ရန္ အားထုတ္သည္။
beginner,n,လက္သင္။ အစိမ္း။ ဝါႏု။
beginner's luck,idm,စစခ်င္းကံေကာင္းမႈ။
beginning,n,အစ။ ပထမပိုင္း။ အစပိုင္း။ မူလ။ ျမစ္ဖ်ား။
the beginning of the end,idm,နိဂုံး၏အစ။
to begin with,idm,အစတုန္းကေတာ့။ တစ္ အခ်က္ကေတာ့။ နံပါတ္တစ္အေနနဲ႔။
begone,interj,ခုထြက္သြား။
begonia,n,ေၾကြပန္း။ ဖိုးစိန္ေခါင္းေပါင္း။
begrudge,v,ေပးရန္ရွိသည္ကို ကတ္သတ္သည္။ တြန္႔တိုသည္။ မနာလိုဝန္တိုျဖစ္သည္။ မစၦရိယျဖစ္သည္။
begrudging,adj,တြန္႔တိုေသာ။ ကတ္သတ္ေသာ။
beguile,v,ေပ်ာ္ရႊင္ေစသည္။ အပ်င္းေျပ ေစသည္။  အခ်ိန္ကို ေပ်ာ္ေပ်ာ္ပါးပါး ကုန္လြန္ ေစသည္။
beguiling,adj,အေျပာအျပေကာင္းေကာင္းႏွင့္ နားေယာင္ေစ ေသာ။
behalf,n,ကိုယ္စား။
behave,v,ျပဳမူသည္။ ဣေျႏၵရရ ေနသည္။ (စက္ယႏ ၱရား၊ အဖဲြ႔အစည္း  စသည္) အဆင္ေျပ သည္၊ အဆင္ေခ်ာသည္။
behaved,adj,… စြာျပဳမူေသာ။
behaviour,n,(တစ္စုံတစ္ဦး အေပၚ) အျပဳအမူ။  (အေျခအေနတစ္ရပ္ရပ္ တြင္) ျပဳမူပုံ၊ လုပ္ေဆာင္ပုံ။
behavioural,adj,အျပဳအမူႏွင့္ ဆိုင္ေသာ။
behavioural science,n,လူ႔အမူအက်င့္ ဆိုင္ရာ သိပၸံပညာ။
behaviourism,n,လူ႔အျပဳအမူသည္ဗဟိဒၶဝယ္ ဖန္တီးခ်က္ သာျဖစ္သည္၊ အဇၩတၱ၏ ဖန္တီးခ်က္ မဟုတ္ဟူေသာသီအိုရီ။
behead,v,ေခါင္းျဖတ္ကြပ္မ်က္သည္။
behest,n,အမိန္႔အရ။ ေမတၱာရပ္ခံခ်က္အရ။
at  behest,idm,အမိန္႔အရ။ ေမတၱာရပ္ခံခ်က္အရ။
behind,prep,ေနာက္က။ ေနာက္မွာ။ အကြယ္ ၏ေနာက္၌။ ေနာက္က်က်န္ေသာ။ ေနာက္၌ေရာက္ေနေသာ။  ေနာက္က ေထာက္ခံေသာ။ ေနာက္ကြယ္၊ ေနာက္ခံအျဖစ္ရွိေသာ။
behind,adv,ေနာက္မွာ။ (ေပးရန္၊ ၿပီးရန္) ေနာက္က်လ်က္။
behind,n,တင္ပါး။
be behind,idm,ေနာက္ကြယ္တြင္။
behindhand,adj,(အေၾကြး ဆပ္ရန္၊ အလုပ္ၿပီးရန္ စသည္) ေနာက္က်ေသာ။
behold,v,႐ႈသည္။ ျမင္သည္။
beholder,n,႐ႈသူ။
beholden,adj,ေက်းဇူးဆပ္ရန္ရွိေသာ။
behove,v,ျပဳအပ္သည္။ ျပဳထိုက္သည္။
beige,n,ဝါညိဳႏုေရာင္။ သနပ္ခါးေရာင္။ထံုးေျခာက္ေရာင္။
being,n,ျဖစ္တည္ျခင္း။ အူထဲသည္းထဲ။ သတၱဝါ။
bejewelled,adj,ေက်ာက္မ်က္ရတနာမ်ားျဖင့္စီခ်ယ္ထားေသာ။
belabour,v,တုတ္ျဖင့္ အဆက္မျပတ္႐ိုက္သည္။ အပိုခ်ဲ႔ ေျပာသည္။
belated,adj,အခ်ိန္ေႏွာင္းေသာ။
belay,v,(ေတာင္တက္ျခင္း၊ ရြက္တိုက္ျခင္း စသည္၌) ငုတ္၊ ေက်ာက္ေဆာင္ စသည္တြင္ ႀကိဳးခ်ည္သည္။
belay,n,ယင္းသို႔ခ်ည္ေႏွာင္ျခင္း။
belch,v,ေလတက္သည္။  မႈတ္ထုတ္သည္။
belch,n,ေလတက္ျခင္း။ ေလတက္သံ။
beleaguer,လ,၀ိုင္းရံသည္။
beleaguered,adj,ရန္သူအဝိုင္းခံရေသာ။ ေသာကပတ္လည္ဝိုင္းေနေသာ။
belfry,n,ဘုရားရွိခိုးေက်ာင္းေခါင္းေလာင္းစင္။
belie,v,အမွန္ကို ဖုံးကြယ္ လွည့္စားသည္။  အထင္ႏွင့္အျမင္ ကြာျခားသည္။ထင္ေယာင္ထင္မွားျဖစ္ေစသည္။
belief,n,ယုံၾကည္မႈ။ ယုံၾကည္ခ်က္။  ထင္ျမင္ယုံၾကည္ခ်က္။   ဘာသာ အယူဝါဒ။
beyond belief,idm,ယုံႏိုင္စရာမရွိေလာက္ေအာင္္။
believe,v,ယုံၾကည္သည္။
believe,v,(တစ္ဦးတစ္ေယာက္ စကားကို) အမွန္ဟု လက္ခံသည္။
believe,v,ထင္ျမင္ယူဆသည္။
believe,v,ယုံၾကည္ကိုးကြယ္သည္။
believable,adj,ယုံၾကည္လက္ခံႏိုင္ေလာက္ေသာ။
believe in,phrv,တကယ္ရွိေၾကာင္း ယုံၾကည္ သည္။
